Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l,Iteration,q_r_0,q_r_1,q_r_2,q_r_3,q_r_4,q_r_5,q_r_6,translation_goal_r_0,translation_goal_r_1,translation_goal_r_2,translation_r_0,translation_r_1,translation_r_2,ecart_q_r_0,ecart_q_r_1,ecart_q_r_2,ecart_q_r_3,ecart_q_r_4,ecart_q_r_5,ecart_q_r_6,Ecart_pos_r,Ecart_rot_r
24,0.0167251918464899,0.6062021851539612,0.0474430322647094,-1.3863002061843872,0.2003019303083419,-0.0856652557849884,0.4586471617221832,0.4,0.2648,-0.3,0.4000000070268075,0.264799797855245,-0.2999997988811633,0.0070468438789248,0.0093032717704772,0.0241170153021812,0.0088557004928588,0.0208216458559036,0.0128138661384582,0.0086420774459838,2.852379084989871e-07,7.389952202174754e-05,24,0.0167251918464899,-0.6062021851539612,-0.0474430322647094,-1.3863002061843872,-0.2003019303083419,-0.0856652557849884,-0.4586471617221832,0.4,-0.2648,-0.3,0.4000000216343709,-0.2647999802391391,-0.2999997309566951,0.0070468438789248,0.0093032717704772,0.0241170153021812,0.0088557004928588,0.0208216458559036,0.0128138661384582,0.0086420774459838,2.7063413959771384e-07,5.67615020941048e-05
25,0.009678347967565,0.5968989133834839,0.0233260169625282,-1.395155906677246,0.2211235761642456,-0.0728513896465301,0.4500050842761993,0.4,0.255,-0.3,0.400000002194043,0.2549998094314155,-0.299999826682613,0.007795293116942,0.0093507170677183,0.0245877718552947,0.0075993537902834,0.0209567844867706,0.012253999710083,0.0088917911052703,2.576045726469244e-07,7.139099824371442e-05,25,0.009678347967565,-0.5968989133834839,-0.0233260169625282,-1.395155906677246,-0.2211235761642456,-0.0728513896465301,-0.4500050842761993,0.4,-0.255,-0.3,0.4000000168138904,-0.254999994224734,-0.2999997686559945,0.007795293116942,0.0093507170677183,0.0245877718552947,0.0075993537902834,0.0209567844867706,0.012253999710083,0.0088917911052703,2.320260965748775e-07,5.3400112051349424e-05
26,0.001883054850623,0.5875481963157655,-0.0012617548927664,-1.4027552604675295,0.2420803606510162,-0.0605973899364471,0.4411132931709289,0.4,0.2451999999999999,-0.3,0.4000000010262042,0.2451998113297731,-0.2999998144576988,0.0085184404160827,0.0094379782676697,0.0250055333599448,0.0063486099243161,0.0210764706134796,0.0116891376674175,0.009101778268814,2.646194496219803e-07,7.15541779072737e-05,26,0.001883054850623,-0.5875481963157655,0.0012617548927664,-1.4027552604675295,-0.2420803606510162,-0.0605973899364471,-0.4411132931709289,0.4,-0.2451999999999999,-0.3,0.4000000158603702,-0.2451999988854144,-0.2999997663577706,0.0085184404160827,0.0094379782676697,0.0250055333599448,0.0063486099243161,0.0210764706134796,0.0116891376674175,0.009101778268814,2.3418258902144507e-07,5.45346872513619e-05
27,-0.0066353855654597,0.5781102180480957,-0.0262672882527113,-1.4091038703918457,0.2631568312644958,-0.0489082522690296,0.4320115149021149,0.4,0.2354,-0.3,0.3999999977020804,0.2353997940719657,-0.2999997908578072,0.0092148026451468,0.009564995765686,0.0253691468387842,0.0051020383834838,0.0211785733699799,0.0111198239028453,0.009270817041397,2.9351676704034044e-07,7.582740545331035e-05,27,-0.0066353855654597,-0.5781102180480957,0.0262672882527113,-1.4091038703918457,-0.2631568312644958,-0.0489082522690296,-0.4320115149021149,0.4,-0.2354,-0.3,0.4000000129675831,-0.235399984720797,-0.2999997526967023,0.0092148026451468,0.009564995765686,0.0253691468387842,0.0051020383834838,0.0211785733699799,0.0111198239028453,0.009270817041397,2.481139522368459e-07,5.442765143470752e-05
28,-0.0158501882106065,0.5685452222824097,-0.0516364350914955,-1.4142059087753296,0.2843354046344757,-0.0377884283661842,0.4227406978607178,0.4,0.2255999999999999,-0.3,0.3999999986103231,0.2255998058492108,-0.2999997772645749,0.009882777929306,0.0097312331199646,0.0256774947047233,0.0038585662841796,0.0212612450122832,0.0105467904359102,0.0093978643417358,2.954784758664055e-07,7.513208089449108e-05,28,-0.0158501882106065,-0.5685452222824097,0.0516364350914955,-1.4142059087753296,-0.2843354046344757,-0.0377884283661842,-0.4227406978607178,0.4,-0.2255999999999999,-0.3,0.4000000145373455,-0.2255999998996087,-0.2999997490367008,0.009882777929306,0.0097312331199646,0.0256774947047233,0.0038585662841796,0.0212612450122832,0.0105467904359102,0.0093978643417358,2.513840130918549e-07,5.608974470305839e-05
29,-0.0257329661399126,0.5588139891624451,-0.0773139297962188,-1.4180644750595093,0.305596649646759,-0.027241637930274,0.4133428335189819,0.4,0.2158,-0.3,0.3999999963865303,0.2157998034646892,-0.2999997624287578,0.0105207283049821,0.0099362134933471,0.0259296000003814,0.0026174783706665,0.0213227272033691,0.0099709257483482,0.0094819068908691,3.083492835866598e-07,7.632564495452243e-05,29,-0.0257329661399126,-0.5588139891624451,0.0773139297962188,-1.4180644750595093,-0.305596649646759,-0.027241637930274,-0.4133428335189819,0.4,-0.2158,-0.3,0.4000000132164757,-0.2158000012021212,-0.2999997441100239,0.0105207283049821,0.0099362134933471,0.0259296000003814,0.0026174783706665,0.0213227272033691,0.0099709257483482,0.0094819068908691,2.5623387791642664e-07,5.6941005823318847e-05
30,-0.0362536944448947,0.5488777756690979,-0.1032435297966003,-1.4206819534301758,0.3269193768501282,-0.0172707121819257,0.4038609266281128,0.4,0.206,-0.3,0.3999999912053723,0.2059997983111325,-0.2999997725302362,0.0111270658671855,0.0101789236068725,0.0261246263980865,0.0013778209686279,0.0213615000247955,0.0093932664021849,0.0095220804214477,3.04135230107532e-07,7.666868327760312e-05,30,-0.0362536944448947,-0.5488777756690979,0.1032435297966003,-1.4206819534301758,-0.3269193768501282,-0.0172707121819257,-0.4038609266281128,0.4,-0.206,-0.3,0.4000000091888127,-0.2059999999980266,-0.2999997640772591,0.0111270658671855,0.0101789236068725,0.0261246263980865,0.0013778209686279,0.0213615000247955,0.0093932664021849,0.0095220804214477,2.361016178578683e-07,5.456141337845111e-05
31,-0.0473807603120803,0.5386988520622253,-0.1293681561946869,-1.4220597743988037,0.3482808768749237,-0.0078774457797408,0.394338846206665,0.4,0.1961999999999999,-0.3,0.3999999913941092,0.196199813562462,-0.2999997762876548,0.0117003247141838,0.0104580521583557,0.0262620151042938,0.0001389980316162,0.0213762819766998,0.0088149545481428,0.0095176994800567,2.9134211896067657e-07,7.48014864484503e-05,31,-0.0473807603120803,-0.5386988520622253,0.1293681561946869,-1.4220597743988037,-0.3482808768749237,-0.0078774457797408,-0.394338846206665,0.4,-0.1961999999999999,-0.3,0.4000000107886339,-0.1962000194381551,-0.2999997776371896,0.0117003247141838,0.0104580521583557,0.0262620151042938,0.0001389980316162,0.0213762819766998,0.0088149545481428,0.0095176994800567,2.2347137610993642e-07,5.469484813147574e-05
32,-0.0590810850262641,0.5282407999038696,-0.1556301712989807,-1.42219877243042,0.3696571588516235,0.000937508768402,0.3848211467266083,0.4,0.1864,-0.3,0.3999999867299481,0.1863997999927535,-0.2999997730569745,0.0122392326593399,0.0107724070549011,0.0263414680957794,0.0010997056961059,0.021366000175476,0.0082372153410688,0.0094682276248931,3.027905707370543e-07,7.661161691885354e-05,32,-0.0590810850262641,-0.5282407999038696,0.1556301712989807,-1.42219877243042,-0.3696571588516235,0.000937508768402,-0.3848211467266083,0.4,-0.1864,-0.3,0.4000000077979713,-0.1864000102737322,-0.2999997841255565,0.0122392326593399,0.0107724070549011,0.0263414680957794,0.0010997056961059,0.021366000175476,0.0082372153410688,0.0094682276248931,2.1625941200399235e-07,5.3290797438876325e-05
33,-0.0713203176856041,0.5174683928489685,-0.1819716393947601,-1.421099066734314,0.3910231590270996,0.0091747241094708,0.3753529191017151,0.4,0.1765999999999999,-0.3,0.3999999841780187,0.1765997953720657,-0.2999997456134348,0.0127427652478218,0.0111200809478759,0.0263630002737045,0.0023390054702758,0.0213298499584198,0.00766131747514,0.0093732476234436,3.268569275712176e-07,8.02365552772244e-05,33,-0.0713203176856041,-0.5174683928489685,0.1819716393947601,-1.421099066734314,-0.3910231590270996,0.0091747241094708,-0.3753529191017151,0.4,-0.1765999999999999,-0.3,0.4000000071845572,-0.1766000102524499,-0.2999997662971183,0.0127427652478218,0.0111200809478759,0.0263630002737045,0.0023390054702758,0.0213298499584198,0.00766131747514,0.0093732476234436,2.340379616940667e-07,5.43740545140281e-05
34,-0.0840630829334259,0.5063483119010925,-0.2083346396684646,-1.418760061264038,0.4123530089855194,0.0168360415846109,0.3659796714782715,0.4,0.1668,-0.3,0.3999999837546421,0.1667998110174102,-0.2999997678831234,0.0132102370262146,0.0114993751049041,0.0263270139694213,0.0035798549652099,0.0212672352790832,0.0070885457098484,0.0092326998710631,2.99760863516699e-07,7.64782963642574e-05,34,-0.0840630829334259,-0.5063483119010925,0.2083346396684646,-1.418760061264038,-0.4123530089855194,0.0168360415846109,-0.3659796714782715,0.4,-0.1668,-0.3,0.4000000089651411,-0.1668000306697981,-0.2999997980574618,0.0132102370262146,0.0114993751049041,0.0263270139694213,0.0035798549652099,0.0212672352790832,0.0070885457098484,0.0092326998710631,2.044548825127943e-07,5.3454685485121445e-05
35,-0.0972733199596405,0.4948489367961884,-0.234661653637886,-1.415180206298828,0.4336202442646026,0.0239245872944593,0.3567469716072083,0.4,0.157,-0.3,0.3999999779964887,0.1569998030327985,-0.2999997718857121,0.013641282916069,0.0119082927703857,0.0262342542409896,0.0048226118087766,0.0211778581142425,0.0065201725810766,0.0090464949607849,3.0218597141327895e-07,7.761361274560841e-05,35,-0.0972733199596405,-0.4948489367961884,0.234661653637886,-1.415180206298828,-0.4336202442646026,0.0239245872944593,-0.3567469716072083,0.4,-0.157,-0.3,0.4000000056746622,-0.1570000276090807,-0.2999998114060783,0.013641282916069,0.0119082927703857,0.0262342542409896,0.0048226118087766,0.0211778581142425,0.0065201725810766,0.0090464949607849,1.9068856917054105e-07,5.184873936059376e-05
36,-0.1109146028757095,0.4829406440258026,-0.2608959078788757,-1.4103575944900515,0.4547981023788452,0.0304447598755359,0.3477004766464233,0.4,0.1472,-0.3,0.3999999792703124,0.1471998032604471,-0.2999997400572913,0.0140359625220298,0.0123446583747863,0.026085764169693,0.0060683488845827,0.0210616588592529,0.0059574171900749,0.0088149011135101,3.2665943025627854e-07,8.012746405938742e-05,36,-0.1109146028757095,-0.4829406440258026,0.2608959078788757,-1.4103575944900515,-0.4547981023788452,0.0304447598755359,-0.3477004766464233,0.4,-0.1472,-0.3,0.4000000096761009,-0.1472000328931503,-0.2999997887592008,0.0140359625220298,0.0123446583747863,0.026085764169693,0.0060683488845827,0.0210616588592529,0.0059574171900749,0.0088149011135101,2.140052838391657e-07,5.43740545140281e-05
37,-0.1249505653977394,0.4705959856510163,-0.2869816720485688,-1.4042892456054688,0.4758597612380981,0.0364021770656108,0.3388855755329132,0.4,0.1374,-0.3,0.3999999780338529,0.1373998125610655,-0.2999997505323242,0.0143947079777717,0.0128063559532166,0.0258831381797789,0.0073182582855222,0.0209187865257263,0.0054014176130294,0.0085382759571075,3.128098257040897e-07,7.7331346290066e-05,37,-0.1249505653977394,-0.4705959856510163,0.2869816720485688,-1.4042892456054688,-0.4758597612380981,0.0364021770656108,-0.3388855755329132,0.4,-0.1374,-0.3,0.4000000114215583,-0.137400047364964,-0.2999998082320806,0.0143947079777717,0.0128063559532166,0.0258831381797789,0.0073182582855222,0.0209187865257263,0.0054014176130294,0.0085382759571075,1.9786062440014282e-07,5.43740545140281e-05
38,-0.1393452733755111,0.4577896296977997,-0.3128648102283478,-1.3969709873199463,0.4967785477638244,0.0418035946786403,0.3303472995758056,0.4,0.1276,-0.3,0.3999999712808717,0.1275998034203369,-0.299999758254635,0.0147184133529663,0.0132912695407866,0.0256281197071075,0.0085731744766237,0.0207496881484985,0.0048532113432884,0.0082170367240905,3.12904416323842e-07,7.928611154284226e-05,38,-0.1393452733755111,-0.4577896296977997,0.3128648102283478,-1.3969709873199463,-0.4967785477638244,0.0418035946786403,-0.3303472995758056,0.4,-0.1276,-0.3,0.4000000078973874,-0.1276000434940373,-0.2999998247501986,0.0147184133529663,0.0132912695407866,0.0256281197071075,0.0085731744766237,0.0207496881484985,0.0048532113432884,0.0082170367240905,1.8073901875537443e-07,5.151022378413472e-05
39,-0.1540636867284774,0.444498360157013,-0.3384929299354553,-1.3883978128433228,0.517528235912323,0.0466568060219287,0.3221302628517151,0.4,0.1178,-0.3,0.3999999703748911,0.1177997980755243,-0.2999997378373838,0.0150084048509597,0.0137971639633178,0.0253228545188903,0.0098345279693603,0.0205550193786621,0.004313688725233,0.0078519880771636,3.3223542599147265e-07,8.096007360336444e-05,39,-0.1540636867284774,-0.444498360157013,0.3384929299354553,-1.3883978128433228,-0.517528235912323,0.0466568060219287,-0.3221302628517151,0.4,-0.1178,-0.3,0.4000000104581622,-0.1178000435034513,-0.2999998129092785,0.0150084048509597,0.0137971639633178,0.0253228545188903,0.0098345279693603,0.0205550193786621,0.004313688725233,0.0078519880771636,1.923664770497776e-07,5.224090176625396e-05
40,-0.1690720915794372,0.4307011961936951,-0.3638157844543457,-1.3785632848739624,0.5380832552909851,0.0509704947471618,0.3142782747745514,0.4,0.1079999999999999,-0.3,0.3999999678319831,0.1079997990156362,-0.2999997172939961,0.0152663588523864,0.0143221318721771,0.0249697268009186,0.0111039876937866,0.0203356146812438,0.0037835799157619,0.0074436962604522,3.483563985260596e-07,8.275881225472403e-05,40,-0.1690720915794372,-0.4307011961936951,0.3638157844543457,-1.3785632848739624,-0.5380832552909851,0.0509704947471618,-0.3142782747745514,0.4,-0.1079999999999999,-0.3,0.4000000116096788,-0.1080000498701792,-0.2999998007064332,0.0152663588523864,0.0143221318721771,0.0249697268009186,0.0111039876937866,0.0203356146812438,0.0037835799157619,0.0074436962604522,2.057662391548911e-07,5.372672126213729e-05
41,-0.1843384504318237,0.4163790643215179,-0.3887855112552643,-1.3674592971801758,0.558418869972229,0.0547540746629238,0.3068345785140991,0.4,0.0982,-0.3,0.3999999669289065,0.098199803962905,-0.2999997274473576,0.0154944658279419,0.0148642659187316,0.0245714485645293,0.0123834609985351,0.020092487335205,0.0032634325325489,0.006992995738983,3.37356165892276e-07,8.178420711146828e-05,41,-0.1843384504318237,-0.4163790643215179,0.3887855112552643,-1.3674592971801758,-0.558418869972229,0.0547540746629238,-0.3068345785140991,0.4,-0.0982,-0.3,0.4000000146173419,-0.098200060306708,-0.2999998189494494,0.0154944658279419,0.0148642659187316,0.0245714485645293,0.0123834609985351,0.020092487335205,0.0032634325325489,0.006992995738983,1.913893089381318e-07,5.3618072570316144e-05
42,-0.1998329162597656,0.4015147984027863,-0.4133569598197937,-1.3550758361816406,0.5785113573074341,0.0580175071954727,0.299841582775116,0.4,0.0884,-0.3,0.3999999626601236,0.0883997921383686,-0.2999997156291032,0.0156952142715453,0.0154218971729278,0.0241307914257049,0.0136748552322387,0.0198267698287963,0.0027535781264305,0.0065007507801056,3.542139623309002e-07,8.375689174044965e-05,42,-0.1998329162597656,-0.4015147984027863,0.4133569598197937,-1.3550758361816406,-0.5785113573074341,0.0580175071954727,-0.299841582775116,0.4,-0.0884,-0.3,0.4000000144633861,-0.0884000540265776,-0.299999814956171,0.0156952142715453,0.0154218971729278,0.0241307914257049,0.0136748552322387,0.0198267698287963,0.0027535781264305,0.0065007507801056,1.9331135317404437e-07,5.265783499908139e-05
43,-0.215528130531311,0.3860929012298584,-0.4374877512454986,-1.341400980949402,0.5983381271362305,0.0607710853219032,0.2933408319950104,0.4,0.0786,-0.3,0.3999999622953821,0.0785998010830326,-0.2999997209046064,0.0158714950084686,0.0159936547279358,0.0236506164073944,0.0149810314178466,0.0195399522781372,0.0022541210055351,0.0059675574302673,3.447953549647017e-07,8.178420711146828e-05,43,-0.215528130531311,-0.3860929012298584,0.4374877512454986,-1.341400980949402,-0.5983381271362305,0.0607710853219032,-0.2933408319950104,0.4,-0.0786,-0.3,0.4000000184046736,-0.0786000685658607,-0.2999998277794027,0.0158714950084686,0.0159936547279358,0.0236506164073944,0.0149810314178466,0.0195399522781372,0.0022541210055351,0.0059675574302673,1.862792081750629e-07,5.394336210429174e-05
44,-0.2313996255397796,0.3700992465019226,-0.461138367652893,-1.3264199495315552,0.6178780794143677,0.0630252063274383,0.287373274564743,0.4,0.0688,-0.3,0.3999999578035801,0.0687997977489048,-0.2999997354627891,0.0160265564918518,0.0165784657001495,0.0231339931488037,0.0163048505783081,0.0192332863807678,0.0017649009823799,0.005394160747528,3.3565753277351776e-07,8.164147709521785e-05,44,-0.2313996255397796,-0.3700992465019226,0.461138367652893,-1.3264199495315552,-0.6178780794143677,0.0630252063274383,-0.287373274564743,0.4,-0.0688,-0.3,0.4000000183968676,-0.0688000708740748,-0.2999998495968708,0.0160265564918518,0.0165784657001495,0.0231339931488037,0.0163048505783081,0.0192332863807678,0.0017649009823799,0.005394160747528,1.672802452850261e-07,5.221298783908424e-05
45,-0.2474261820316314,0.353520780801773,-0.4842723608016968,-1.310115098953247,0.6371113657951355,0.0647901073098182,0.2819791138172149,0.4,0.059,-0.3,0.3999999618344708,0.0589998023450995,-0.2999997059364294,0.0161639750003814,0.017175555229187,0.022583782672882,0.01764976978302,0.0189084410667419,0.001285508275032,0.0047810673713684,3.5636701702160245e-07,8.389602288616516e-05,45,-0.2474261820316314,-0.353520780801773,0.4842723608016968,-1.310115098953247,-0.6371113657951355,0.0647901073098182,-0.2819791138172149,0.4,-0.059,-0.3,0.4000000270762575,-0.059000081160332,-0.2999998270313462,0.0161639750003814,0.017175555229187,0.022583782672882,0.01764976978302,0.0189084410667419,0.001285508275032,0.0047810673713684,1.9297222184429213e-07,5.442765143470752e-05
46,-0.2635901570320129,0.336345225572586,-0.5068561434745789,-1.292465329170227,0.6560198068618774,0.0660756155848503,0.2771980464458465,0.4,0.0491999999999999,-0.3,0.3999999605852938,0.0491997992028673,-0.29999971157149,0.016287624835968,0.0177846848964691,0.0220029950141906,0.0190203189849853,0.0185669660568237,0.000815212726593,0.0041285157203674,3.5364390691822693e-07,8.344299851614778e-05,46,-0.2635901570320129,-0.336345225572586,0.5068561434745789,-1.292465329170227,-0.6560198068618774,0.0660756155848503,-0.2771980464458465,0.4,-0.0491999999999999,-0.3,0.400000030626692,-0.0492000837585756,-0.2999998393199345,0.016287624835968,0.0177846848964691,0.0220029950141906,0.0190203189849853,0.0185669660568237,0.000815212726593,0.0041285157203674,1.837704456690088e-07,5.3427405703132536e-05
47,-0.2798777818679809,0.3185605406761169,-0.5288591384887695,-1.2734450101852417,0.6745867729187012,0.0668908283114433,0.2730695307254791,0.4,0.0394,-0.3,0.399999951066827,0.0393998051973757,-0.2999997327940165,0.0164016783237457,0.0184060037136077,0.0213941931724548,0.0204211473464963,0.0182105898857116,0.0003529861569404,0.0034364461898803,3.342776622638585e-07,8.160575561078076e-05,47,-0.2798777818679809,-0.3185605406761169,0.5288591384887695,-1.2734450101852417,-0.6745867729187012,0.0668908283114433,-0.2730695307254791,0.4,-0.0394,-0.3,0.4000000260456944,-0.0394000955490885,-0.2999998668808293,0.0164016783237457,0.0184060037136077,0.0213941931724548,0.0204211473464963,0.0182105898857116,0.0003529861569404,0.0034364461898803,1.6591781130933322e-07,5.3454685485121445e-05
48,-0.2962794601917267,0.3001545369625091,-0.5502533316612244,-1.2530238628387451,0.6927973628044128,0.0672438144683837,0.2696330845355987,0.4,0.0296,-0.3,0.3999999542921624,0.0295997948295155,-0.2999997023071638,0.0165108144283294,0.0190401971340179,0.0207599997520446,0.0218580961227417,0.0178408622741699,0.000102587044239,0.0027045607566833,3.6442442124479445e-07,8.438117538389633e-05,48,-0.2962794601917267,-0.3001545369625091,0.5502533316612244,-1.2530238628387451,-0.6927973628044128,0.0672438144683837,-0.2696330845355987,0.4,-0.0296,-0.3,0.4000000343335194,-0.0296000910404439,-0.2999998424102159,0.0165108144283294,0.0190401971340179,0.0207599997520446,0.0218580961227417,0.0178408622741699,0.000102587044239,0.0027045607566833,1.85207162465026e-07,5.485454153131286e-05
49,-0.3127902746200561,0.2811143398284912,-0.571013331413269,-1.2311657667160036,0.7106382250785828,0.0671412274241447,0.2669285237789154,0.4,0.0198,-0.3,0.3999999483303618,0.0197997817194747,-0.2999996877018893,0.0166197717189788,0.019688606262207,0.0201025605201721,0.0233383178710939,0.0174595713615418,0.0005532726645469,0.0019318163394927,3.845078011701145e-07,8.78682002394271e-05,49,-0.3127902746200561,-0.2811143398284912,0.571013331413269,-1.2311657667160036,-0.7106382250785828,0.0671412274241447,-0.2669285237789154,0.4,-0.0198,-0.3,0.4000000335468379,-0.0198000838631794,-0.2999998334926624,0.0166197717189788,0.019688606262207,0.0201025605201721,0.0233383178710939,0.0174595713615418,0.0005532726645469,0.0019318163394927,1.8942839451619675e-07,5.372672126213729e-05
